Me identifico;Tengo;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Nivel de estudios alcanzado;Estado;¿Contribuís a proyectos open source?;¿Programás como hobbie?;Lenguajes de programación;Bases de datos;¿Qué SO usás en tu laptop/PC para trabajar?;¿Y en tu celular?;Tipo de contrato;Salario mensual BRUTO (en tu moneda local);Salario mensual NETO (en tu moneda local);¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Orientación sexual;Cantidad de empleados;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;¿A cuántos kilómetros de tu casa queda la oficina?
Hombre;36;12;7;7;5;Universitario;Completado;No;Sí;Bash/Shell, CSS, HTML, Javascript, PHP, Python, R, SQL;Amazon RDS/Aurora, MongoDB, MySQL, PostgreSQL, Redis;Mac OS X;iOS;Full-Time;99000;80000;2;2;Heterosexual;1-10;8;8;30
Hombre;33;11;4;1;0;Terciario;Completado;No;No;Go, PHP, Ruby;Amazon DynamoDB, PostgreSQL;Mac OS X;Android;Full-Time;200000;160000;4;4;Heterosexual;10001+;9;10;-1
Hombre;26;0;0;0;0;Universitario;En curso;No;Sí;;MySQL;Windows;Android;Full-Time;23500;19500;1;2;Heterosexual;201-500;6;8;1
Mujer;41;10;6;6;0;Universitario;Completado;No;Sí;HTML, Javascript;MongoDB;Windows;Android;Full-Time;50000;;3;2;Heterosexual;501-1000;5;7;40
Hombre;35;15;2;2;0;Terciario;Completado;No;Sí;Bash/Shell, Groovy, Javascript;ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, MySQL, Redis;Mac OS X;Android;Full-Time;90000;64000;2;3;Heterosexual;51-100;10;10;1
Mujer;37;19;5;5;1;Secundario;Completado;No;No;ABAP;Informix;Windows;Android;Full-Time;50000;42000;2;1;Bisexual o queer;5001-10000;6;7;5
Hombre;26;7;2;1;0;Universitario;Completado;No;Sí;Java, Kotlin;MySQL, SQLite, Realm;Mac OS X;Android;Full-Time;70000;55000;3;2;Heterosexual;51-100;7;8;2
Hombre;42;22;0;0;0;Universitario;Incompleto;Sí;Sí;Bash/Shell, Perl, Python, SQL;Cassandra, MongoDB, MySQL;Linux;Android;Full-Time;65000;52000;2;2;Heterosexual;2001-5000;7;10;15
Mujer;35;8;3;3;0;Universitario;Incompleto;No;Sí;Python;;Linux;Android;Freelance;42000;;3;2;Bisexual o queer;51-100;7;7;2
Mujer;21;0;1;1;0;Universitario;En curso;No;No;Java, Javascript;MySQL, Oracle;Windows;iOS;Full-Time;28400;22500;2;3;Bisexual o queer;5001-10000;7;7;5
Hombre;42;20;0;5;12;Universitario;Incompleto;No;No;HTML, Perl, PHP, Python, SQL;MSSQL, MySQL;Linux;Android;Full-Time;102000;80000;3;3;política;11-50;7;7;7
Hombre;29;6;0;0;0;Universitario;En curso;No;No;.NET, C#, CSS, HTML, Javascript, SQL;MSSQL;Windows;Android;Full-Time;52000;43000;3;4;Heterosexual;51-100;8;5;17
Hombre;44;19;12;8;10;Universitario;Incompleto;No;Sí;Assembler, Bash/Shell, C, C++, Go, HTML, Java, Javascript, Perl, PHP, SQL, TypeScript;Apache Hive, ElasticSearch, IBM Db2, MariaDB, MSSQL, MongoDB, MySQL, Oracle, PostgreSQL;Linux;Android;Full-Time;90000;56000;3;2;Heterosexual;501-1000;6;8;22
Mujer;32;0;4;0;0;Universitario;Incompleto;No;No;.NET, VBA;MSSQL;Windows;iOS;Full-Time;56000;43000;4;4;Heterosexual;51-100;7;8;2
Hombre;32;6;3;2;0;Universitario;En curso;Sí;No;Scala;MongoDB, Redis;Linux;Android;Full-Time;98;;3;3;Heterosexual;2001-5000;6;8;4
Hombre;26;2;0;0;0;Universitario;En curso;No;Sí;Java, Javascript;MySQL, Redis;Linux;Android;Part-Time;36000;31500;3;3;Heterosexual;1-10;7;9;29
Hombre;35;15;6;2;3;Universitario;Incompleto;Sí;Sí;Bash/Shell, CSS, HTML, Javascript, PHP, SQL;MariaDB, MongoDB, MySQL, SQLite;Mac OS X;iOS;Full-Time;136000;86000;2;2;Heterosexual;101-200;6;8;4
Hombre;22;0;0;0;0;Universitario;En curso;No;Sí;Python;MySQL;Windows;Android;Part-Time;30000;24500;2;3;Homosexual;101-200;10;10;1
Mujer;24;0;0;0;0;Universitario;En curso;No;Sí;.NET, HTML, Java, SQL;IBM Db2, MSSQL, MongoDB;Windows;Android;Full-Time;23000;19998;3;3;Heterosexual;5001-10000;9;10;8
Hombre;33;7;0;3;0;Terciario;Completado;No;Sí;CSS, HTML, Java, Javascript, Scala;ElasticSearch, MySQL, Redis;Linux;iOS;Full-Time;56000;40000;1;2;Heterosexual;101-200;8;8;30
Hombre;36;13;4;3;1;Universitario;Incompleto;No;Sí;CSS, HTML, Javascript;PostgreSQL;Mac OS X;Android;Full-Time;150000;98000;3;3;Heterosexual;201-500;10;10;0
Hombre;43;20;5;3;0;Universitario;Incompleto;No;No;Bash/Shell, Perl, Python;Sybase;Windows;Android;Full-Time;100000;60000;2;3;Heterosexual;2001-5000;6;5;3
Hombre;26;2;1;1;0;Posgrado;Completado;No;Sí;CSS, HTML, Javascript, Ruby, TypeScript;Google Cloud Storage, PostgreSQL;Mac OS X;Android;Full-Time;56700;;3;3;Heterosexual;11-50;9;7;3
Mujer;27;4;0;1;0;Terciario;Completado;No;No;.NET, HTML, Javascript, PHP, SQL, VBA;MSSQL;Windows;iOS;Full-Time;24;20;1;1;Heterosexual;11-50;4;1;20
Hombre;42;27;2;2;52;Universitario;Completado;Sí;No;Assembler, Bash/Shell;MariaDB, MSSQL, MySQL, PostgreSQL;Windows;Android;Full-Time;62000;84000;1;1;Heterosexual;501-1000;1;10;22
Mujer;31;9;8;4;0;Universitario;Completado;No;Sí;HTML, Java, Javascript;;Mac OS X;Android;Full-Time;50000;43000;4;3;Heterosexual;1001-2000;9;9;35
Hombre;35;12;7;1;0;Terciario;En curso;No;Sí;Java, Cobol;IBM Db2;Linux;iOS;Full-Time;54000;38000;2;1;Heterosexual;5001-10000;5;5;30
Mujer;33;3;2;2;8;Terciario;Completado;No;No;QA;QA;Windows;Android;Full-Time;45000;38000;3;3;Heterosexual;11-50;10;10;-1
Hombre;24;4;0;2;0;Universitario;En curso;No;Sí;HTML, Java, Javascript;;Mac OS X;Android;Full-Time;80000;65000;2;2;Heterosexual;201-500;7;10;20
Mujer;33;3;0;3;0;Terciario;Incompleto;No;Sí;CSS, HTML, Javascript, PHP, Python;MariaDB, MongoDB, MySQL, PostgreSQL;Linux;Android;Full-Time;42000;35000;3;2;Heterosexual;1-10;8;8;30
Mujer;36;5;2;2;2;Universitario;En curso;No;No;;MySQL;Windows;iOS;Full-Time;35000;30000;2;2;Heterosexual;5001-10000;1;8;8
Hombre;33;12;1;11;0;Universitario;Incompleto;No;Sí;Java, Kotlin, Objective-C, Swift, Dart;MongoDB;Mac OS X;Android;Full-Time;78000;56000;1;1;Heterosexual;11-50;5;8;5
Mujer;42;12;12;12;0;Universitario;Completado;No;Sí;CSS, Go, HTML, Java, Javascript, Python, SQL;MySQL, PostgreSQL, SQLite;Linux;Android;Part-Time;58000;48000;3;3;Heterosexual;11-50;10;10;5
Mujer;41;10;6;6;0;Posgrado;Completado;No;Sí;Java, SQL, Delphi;MSSQL, MySQL;Windows;Android;Full-Time;50222;40376;2;1;Heterosexual;1001-2000;1;4;7
Mujer;22;3;3;3;0;Universitario;En curso;No;No;.NET, Bash/Shell, HTML, TypeScript, Delphi;MSSQL;Windows;Android;Full-Time;44000;37000;3;2;Heterosexual;101-200;8;8;17
Mujer;28;1;0;0;0;Universitario;En curso;No;Sí;Python;MSSQL;Windows;Android;Full-Time;25000;;2;2;Bisexual o queer;101-200;1;2;20
Hombre;32;0;0;0;0;Secundario;Completado;No;Sí;CSS, HTML, Javascript, Python, SQL;MongoDB, PostgreSQL;Windows;Android;Full-Time;26500;22000;2;2;Heterosexual;11-50;7;5;10
Mujer;27;5;2;2;0;Universitario;Completado;No;Sí;Bash/Shell, Groovy, Java, Javascript;PostgreSQL;Mac OS X;Android;Full-Time;60187;47500;2;2;Heterosexual;1001-2000;8;9;2
Hombre;26;3;3;1;0;Universitario;En curso;No;Sí;Bash/Shell, Go, Java, Javascript, Python, Scala, SQL;Cassandra, ElasticSearch, MariaDB, MySQL;Linux;Android;Full-Time;78200;55500;3;3;Heterosexual;5001-10000;7;10;15
Hombre;24;5;0;0;0;Universitario;En curso;No;No;Java;;Mac OS X;iOS;Full-Time;46500;37600;2;2;Heterosexual;2001-5000;9;10;13
Mujer;32;7;1;1;0;Universitario;En curso;No;No;;;Windows;Android;Full-Time;42000;36000;3;3;Bisexual o queer;101-200;10;7;17
Hombre;45;23;15;1;15;Universitario;Incompleto;No;Sí;Go, Python, SQL;MSSQL, MongoDB, MySQL, Oracle, Redis;Linux;Android;Full-Time;135000;89000;2;2;Heterosexual;1001-2000;7;7;2
Hombre;32;12;11;10;7;Universitario;Incompleto;Sí;Sí;Bash/Shell, C, HTML, PHP, Python, SQL;MariaDB, MySQL;Mac OS X;Android;Full-Time;45155;45155;2;2;Heterosexual;2001-5000;6;5;25
Hombre;32;12;0;0;0;Universitario;Incompleto;No;Sí;Bash/Shell, C, Groovy, Java, Python;Amazon DynamoDB, ElasticSearch, MariaDB, MongoDB, MySQL;Mac OS X;Android;Freelance;30000;30000;3;3;Heterosexual;11-50;8;9;20
Hombre;25;4;4;4;0;Universitario;Completado;No;Sí;Java, Android;;Mac OS X;iOS;Full-Time;52000;40000;1;1;Homosexual;2001-5000;8;7;2
Hombre;24;2;2;2;0;Universitario;En curso;No;Sí;Ruby;MongoDB, PostgreSQL, Redis;Linux;Android;Full-Time;29000;24000;2;2;Heterosexual;11-50;9;8;9
Hombre;38;14;0;0;0;Universitario;Completado;No;No;;MSSQL, SQL Server;Windows;Android;Full-Time;33000;27300;3;3;Heterosexual;51-100;8;8;25
Hombre;23;4;0;3;0;Terciario;Completado;No;Sí;Bash/Shell, Python, SQL;Amazon RDS/Aurora, ElasticSearch, MariaDB, MySQL, PostgreSQL;Linux;Android;Full-Time;48000;40000;3;3;Heterosexual;51-100;7;7;24
Hombre;26;4;1;1;1;Universitario;En curso;No;Sí;HTML, Javascript, Python, TypeScript;;Windows;Android;Full-Time;38000;30000;2;2;Heterosexual;11-50;7;3;15
Hombre;26;4;4;1;0;Universitario;Completado;No;Sí;Java, Javascript, Kotlin;MySQL;Mac OS X;iOS;Full-Time;51965;37200;2;2;Heterosexual;2001-5000;8;9;6
Hombre;25;8;0;0;0;Secundario;Incompleto;No;No;Bash/Shell, Python, SQL;Amazon RDS/Aurora, ElasticSearch, MariaDB, MySQL;Mac OS X;iOS;Remoto (empresa de otro país);160000;;3;4;Heterosexual;1-10;10;10;-1
Hombre;34;15;0;0;0;Universitario;Incompleto;Sí;Sí;Bash/Shell, Go, Python, Ruby, SQL;Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, Redis;Windows;Android;Remoto (empresa de otro país);140000;91200;4;4;Heterosexual;10001+;5;2;-1
Mujer;31;0;0;0;0;Universitario;Completado;No;Sí;CSS, HTML, Javascript, PHP, Python, TypeScript;;Linux;iOS;Full-Time;35000;30000;3;2;Heterosexual;11-50;6;5;10
Hombre;22;1;1;1;0;Secundario;Completado;No;No;;;Linux;Android;Full-Time;15000;13500;1;1;Heterosexual;1001-2000;6;7;5
Mujer;37;11;4;4;0;Terciario;Completado;No;No;Bash/Shell, SQL;MariaDB, MySQL, Oracle;Linux;Android;Freelance;50000;40000;1;1;Heterosexual;1-10;7;7;-1
Hombre;33;12;1;8;0;Universitario;Completado;Sí;Sí;CSS, HTML, Javascript;;Mac OS X;Android;Full-Time;120000;80000;3;2;Heterosexual;201-500;9;7;3
Hombre;31;0;0;0;0;Universitario;Completado;No;Sí;Javascript;;Windows;iOS;Full-Time;41000;34000;2;2;Heterosexual;2001-5000;7;7;8
Hombre;25;0;0;0;0;Universitario;En curso;No;Sí;Java;;Mac OS X;Android;Part-Time;31500;25830;4;4;Heterosexual;101-200;10;10;2
Hombre;33;13;1;1;0;Terciario;Incompleto;No;Sí;;MSSQL;Windows;Android;Full-Time;55000;43000;1;1;Heterosexual;51-100;4;7;7
Mujer;35;8;5;5;0;Universitario;Incompleto;No;No;CSS, HTML, Java, Javascript;MySQL;Linux;Android;Tercerizado (trabajo a través de consultora o agencia);64000;51000;3;2;Bisexual o queer;1001-2000;5;5;4
Hombre;55;35;3;3;0;Universitario;Completado;Sí;Sí;Assembler, Bash/Shell, C, C++, HTML, Javascript, Matlab, Perl, PHP, Python, SQL;MariaDB, MSSQL, PostgreSQL, SQLite;Linux;No tengo celular / no es Smartphone;Full-Time;32000;;3;2;Heterosexual;10001+;8;8;10
Hombre;28;7;0;0;0;Universitario;En curso;No;No;.NET, C#, Javascript, SQL;MSSQL;Windows;Android;Full-Time;93800;79330;3;3;Heterosexual;51-100;7;8;4
Mujer;36;14;8;3;5;Universitario;Completado;No;No;Java, SQL;Oracle;Windows;Android;Full-Time;85000;67500;3;3;Irrelevante para esta encuesta;51-100;8;6;7
Mujer;32;11;0;0;0;Posgrado;Completado;No;No;Python, SQL;;Mac OS X;Android;Full-Time;63800;51000;3;3;Heterosexual;5001-10000;10;10;3
Hombre;50;20;3;3;7;Terciario;Completado;No;No;;;Windows;Android;Full-Time;98000;70000;3;2;Heterosexual;11-50;5;7;8
Hombre;35;6;2;5;0;Universitario;En curso;No;No;ABAP;MSSQL, Oracle, DBMax;Windows;Android;Freelance;65400;64500;3;2;Heterosexual;501-1000;7;1;4
Hombre;40;15;5;8;10;Terciario;Completado;No;Sí;CSS, Groovy, HTML, Java, Javascript, SQL, TypeScript;MSSQL, MongoDB, Oracle;Windows;Android;Full-Time;86000;55000;2;1;Heterosexual;201-500;6;6;10
Mujer;24;3;1;1;0;Universitario;Incompleto;No;No;CSS, HTML, Java, Javascript, Python, Lua;Cassandra, PostgreSQL;Mac OS X;Android;Full-Time;86000;64000;4;4;Heterosexual;201-500;10;8;20
Hombre;23;0;0;0;0;Universitario;En curso;No;No;Groovy;IBM Db2;Windows;Android;Full-Time;23000;19000;2;3;Heterosexual;201-500;8;7;30
Hombre;28;4;1;1;0;Terciario;En curso;No;Sí;Java;ElasticSearch, MySQL, Redis;Windows;Android;Full-Time;50000;41313;2;2;Heterosexual;501-1000;6;6;55
Hombre;42;18;1;1;2;Secundario;Completado;No;No;;;Windows;Android;Full-Time;110000;70000;1;2;Heterosexual;10001+;5;5;8
Hombre;41;15;0;0;0;Universitario;Incompleto;No;No;Bash/Shell, PHP, Python;;Windows;Android;Full-Time;110000;81000;4;4;Heterosexual;10001+;9;9;17
Hombre;29;10;2;2;1;Universitario;En curso;Sí;Sí;Bash/Shell, Groovy, Java, Python, SQL;Cassandra, ElasticSearch, Google Cloud Storage, MariaDB, MongoDB, MySQL, Neo4j, PostgreSQL, Redis;Linux;Android;Full-Time;84000;63000;3;3;Heterosexual;201-500;10;8;1
Hombre;34;13;3;3;1;Universitario;Completado;Sí;Sí;Bash/Shell, CSS, HTML, Java, Javascript, PHP, Python, SQL;Amazon RDS/Aurora, MariaDB, Redis, SQLite;Linux;Android;Full-Time;47000;40000;2;2;Heterosexual;1-10;8;7;3
Hombre;39;18;1;1;0;Universitario;Incompleto;No;Sí;Go, Java, Python;Amazon RDS/Aurora, Cassandra, ElasticSearch, PostgreSQL;Mac OS X;Android;Full-Time;146000;96000;3;3;Heterosexual;1001-2000;5;8;10
Hombre;29;7;0;4;0;Universitario;En curso;Sí;Sí;.NET, CSS, HTML, Javascript, SQL;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL;Windows;Android;Full-Time;75000;62250;4;4;Heterosexual;51-100;6;8;3
Hombre;27;5;0;0;0;Universitario;En curso;No;No;Bash/Shell, CSS, Groovy, HTML, Java, Javascript;ElasticSearch;Mac OS X;Android;Full-Time;75000;;4;4;Bisexual o queer;101-200;7;1;2
Hombre;30;7;5;7;0;Universitario;Completado;No;No;;;Windows;Android;Full-Time;33500;40361;1;2;Heterosexual;101-200;3;6;4
Hombre;27;8;3;1;6;Universitario;En curso;No;No;CSS, HTML, Javascript, PHP;Amazon RDS/Aurora, MongoDB, MySQL;Mac OS X;iOS;Full-Time;75000;60000;3;3;Heterosexual;201-500;8;9;4
Hombre;26;8;2;2;0;Secundario;Completado;No;No;;;Windows;Android;Full-Time;42000;35500;3;3;Heterosexual;101-200;9;9;6
Hombre;29;6;2;2;0;Universitario;Incompleto;No;No;CSS, HTML, Java, Javascript, PHP, Python, SQL, TypeScript;Amazon Redshift, Apache Hive, ElasticSearch, Google Cloud Storage, MariaDB, MySQL, PostgreSQL, Redis, SQLite;Linux;Android;Full-Time;45000;39000;3;2;Heterosexual;1-10;5;2;4
Hombre;31;13;1;2;0;Terciario;Completado;No;Sí;Javascript, Python;ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL, Redis, SQLite;Linux;Android;Full-Time;36000;32000;2;2;Heterosexual;10001+;5;5;7
Hombre;40;12;5;5;0;Universitario;Incompleto;Sí;No;Python;MSSQL, Oracle;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);95000;69000;3;3;Heterosexual;201-500;9;6;4
Hombre;28;10;4;4;0;Secundario;Completado;Sí;No;Bash/Shell;Informix, MariaDB, MSSQL, MongoDB, MySQL;Windows;Android;Full-Time;54800;41000;1;1;Heterosexual;201-500;4;7;50
Hombre;27;0;0;0;0;Universitario;En curso;No;Sí;;;Windows;Android;Full-Time;27000;22000;2;1;;2001-5000;5;9;25
Hombre;42;10;0;0;0;Universitario;Incompleto;No;Sí;.NET, C#, Javascript;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL;Windows;Android;Full-Time;60000;48000;2;2;Heterosexual;5001-10000;5;5;1
Hombre;38;18;18;0;4;Terciario;Completado;No;No;;MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL, Oracle, PostgreSQL;Linux;Android;Full-Time;60000;50000;2;2;Heterosexual;2001-5000;4;1;30
Hombre;41;12;1;10;0;Universitario;Incompleto;No;No;Bash/Shell;Cassandra, ElasticSearch, Google Cloud Storage, MariaDB, MySQL, Percona XtraBackup, Percona Server, Redis, SQLite;Mac OS X;Android;Full-Time;45000;40000;2;1;Heterosexual;501-1000;8;8;-1
Hombre;24;1;1;1;0;Universitario;En curso;No;Sí;;;Windows;Android;Full-Time;25000;20000;3;2;Heterosexual;51-100;8;8;30
Hombre;41;15;15;5;0;Universitario;Completado;Sí;Sí;.NET, C++, C#, HTML, Javascript, Perl, PHP, Python;ElasticSearch, MariaDB, MSSQL, Oracle, PostgreSQL;Windows;iOS;Full-Time;124000;90000;2;2;Heterosexual;501-1000;5;5;15
Hombre;31;4;0;0;0;Terciario;Completado;No;No;;;Mac OS X;Android;Full-Time;25000;28000;2;1;Heterosexual;11-50;4;3;3
Hombre;21;3;1;3;2;Secundario;En curso;Sí;Sí;Bash/Shell, Go, HTML, Javascript, PHP, SQL;ElasticSearch, MongoDB, MySQL;Linux;Android;Full-Time;34100;30800;3;3;Heterosexual;11-50;10;9;9
Hombre;41;18;0;0;0;Universitario;Completado;No;No;Bash/Shell, Go, Java;MongoDB, MySQL;Mac OS X;Android;Full-Time;86000;65000;3;2;Heterosexual;5001-10000;8;9;3
Mujer;38;15;5;5;1;Universitario;Completado;No;No;ABAP;;Windows;iOS;Freelance;120000;115000;3;3;Heterosexual;11-50;8;8;-1
Hombre;25;0;0;0;0;Universitario;Completado;Sí;Sí;Bash/Shell, Groovy, Java, Javascript, Perl, Python, TypeScript;Cassandra, ElasticSearch, MongoDB, MySQL, PostgreSQL;Linux;iOS;Full-Time;50000;42000;4;1;Heterosexual;501-1000;9;10;5
Hombre;34;11;11;11;0;Universitario;Incompleto;No;Sí;C++, Python;;Windows;iOS;Full-Time;48000;45000;4;2;Heterosexual;11-50;10;8;16
Hombre;29;11;3;1;0;Universitario;Incompleto;No;Sí;Bash/Shell, Go, Python, SQL;Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Cassandra, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, PostgreSQL, Redis, SQLite;Linux;Android;Full-Time;80000;68000;3;2;Heterosexual;5001-10000;6;9;30
Hombre;35;8;0;7;0;Terciario;En curso;No;Sí;CSS, HTML, Javascript, PHP;;Mac OS X;Android;Full-Time;40000;34000;3;3;Heterosexual;201-500;9;9;8
Hombre;30;8;15;3;0;Universitario;Incompleto;No;Sí;Bash/Shell, CSS, HTML, Javascript, TypeScript;Cassandra, MySQL, Redis;Mac OS X;Android;Full-Time;80000;65000;2;2;Heterosexual;5001-10000;7;2;5
Mujer;28;0;0;0;0;Universitario;En curso;Sí;Sí;Bash/Shell, CSS, HTML, Javascript, TypeScript;;Mac OS X;Android;Full-Time;35000;30000;4;3;Heterosexual;11-50;10;10;20
Hombre;35;12;3;2;2;Universitario;Completado;Sí;No;Groovy, Javascript, Python, TypeScript, Shell;Amazon Redshift, ElasticSearch, MongoDB, MySQL, PostgreSQL, Redis;Mac OS X;iOS;Full-Time;150000;100000;3;3;Bisexual o queer;51-100;10;9;4
Hombre;36;10;2;8;0;Universitario;Completado;No;No;TypeScript;;Mac OS X;Android;Full-Time;104000;70000;3;3;Heterosexual;201-500;10;10;15
Hombre;44;5;1;1;0;Universitario;En curso;No;Sí;Bash/Shell, Java, Javascript, PHP, Python;MariaDB, MySQL;Linux;Android;Freelance;50900;46000;2;1;Heterosexual;2001-5000;5;5;14
Hombre;32;10;2;2;0;Universitario;Incompleto;Sí;Sí;Bash/Shell, Python;Cassandra, ElasticSearch, MariaDB, Oracle, PostgreSQL;Linux;Android;Full-Time;78000;;3;3;Heterosexual;2001-5000;7;5;16
Hombre;33;8;1;1;0;Universitario;Completado;No;Sí;;;Mac OS X;Android;Full-Time;92000;65000;4;4;Heterosexual;201-500;9;10;1
Hombre;29;7;0;0;0;Universitario;En curso;No;No;HTML, Javascript;MongoDB;Windows;Android;Full-Time;120000;100000;4;3;Heterosexual;11-50;7;6;15
Hombre;29;2;1;1;0;Terciario;En curso;No;No;Python;;Windows;Android;Full-Time;37000;33000;3;3;Heterosexual;10001+;8;9;20
Hombre;37;9;8;8;1;Terciario;Incompleto;No;No;;Oracle;Linux;Android;Full-Time;40000;36000;3;3;Heterosexual;51-100;8;5;15
Mujer;24;2;0;2;0;Universitario;En curso;No;No;CSS, Go, Groovy, HTML, Java, Javascript, SQL;MySQL, Neo4j;Mac OS X;Android;Full-Time;55000;45000;4;4;Heterosexual;2001-5000;10;10;20
Mujer;29;1;1;1;0;Terciario;Completado;No;No;.NET, C#, Javascript;MySQL;Windows;Android;Full-Time;25000;22700;2;1;Bisexual o queer;5001-10000;7;9;11
Hombre;34;15;14;6;0;Universitario;Incompleto;No;Sí;C#, HTML, Java, Javascript, PHP;MSSQL, MySQL;Windows;Android;Full-Time;63000;52000;3;3;Heterosexual;51-100;7;5;3
Hombre;29;10;1;1;0;Universitario;En curso;No;Sí;Javascript, Python;MongoDB;Mac OS X;Android;Remoto (empresa de otro país);180000;160000;4;4;Heterosexual;1-10;10;10;-1
Hombre;46;21;8;3;0;Universitario;Incompleto;No;No;Bash/Shell;Google Cloud Storage, PostgreSQL;Linux;Android;Full-Time;70000;52000;3;1;Heterosexual;5001-10000;8;9;-1
Hombre;33;8;5;4;0;Universitario;Incompleto;No;No;.NET, Assembler, HTML, PHP, Python, SQL;Amazon DynamoDB, Amazon RDS/Aurora, Cassandra, ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MongoDB, MySQL, Percona Server, PostgreSQL, Redis;Linux;Android;Full-Time;52000;43000;3;3;Heterosexual;51-100;6;7;10
Hombre;35;10;15;15;0;Universitario;Incompleto;Sí;No;Bash/Shell, Python, Ruby;Amazon DynamoDB, Amazon Redshift, ElasticSearch, PostgreSQL, Redis;Linux;Android;Remoto (empresa de otro país);158400;135000;4;4;Heterosexual;1-10;9;9;-1
Hombre;28;5;0;0;0;Universitario;En curso;Sí;Sí;Java, Javascript, Python;Hana;Windows;Android;Full-Time;40000;33000;3;2;Heterosexual;51-100;8;8;2
Hombre;25;3;1;3;0;Terciario;En curso;No;Sí;C#, Python, R, SQL;MSSQL, PostgreSQL, Teradata;Windows;Android;Full-Time;70000;55000;3;4;Heterosexual;5001-10000;8;9;3
Hombre;36;15;7;2;10;Universitario;Completado;No;No;Java, Python, Scala, SQL;Amazon Redshift, Apache Hive, Cassandra, ElasticSearch, MongoDB, MySQL, Oracle, PostgreSQL, Redis;Linux;Android;Full-Time;88000;64000;2;2;Heterosexual;201-500;8;7;20
Hombre;24;2;2;2;1;Universitario;En curso;No;Sí;CSS, HTML, Java, Javascript, TypeScript;MongoDB, MySQL;Linux;Android;Part-Time;24000;20000;2;2;Heterosexual;11-50;8;10;3
Mujer;27;7;5;1;8;Universitario;Completado;No;No;;;Windows;Android;Remoto (empresa de otro país);370000;370000;4;4;Heterosexual;201-500;8;9;-1
Mujer;32;2;3;1;0;Universitario;En curso;No;Sí;CSS, HTML, Javascript;;Mac OS X;Android;Full-Time;38000;31000;2;2;Bisexual o queer;501-1000;7;4;10
Hombre;25;2;0;2;1;Universitario;Completado;No;No;Javascript, TypeScript;PostgreSQL;Mac OS X;Android;Full-Time;42000;35000;1;1;Heterosexual;51-100;7;6;30
Hombre;37;5;8;0;0;Terciario;Completado;No;No;PHP;Oracle, PostgreSQL;Windows;Android;Full-Time;67000;50000;3;1;Heterosexual;201-500;5;6;25
Hombre;24;1;1;1;0;Terciario;En curso;No;Sí;.NET, C#;MySQL;Windows;iOS;Full-Time;31125;25800;2;2;Heterosexual;101-200;7;5;33
Hombre;26;7;5;5;0;Secundario;Completado;No;Sí;Bash/Shell, Java, Javascript, Python, SQL;PostgreSQL;Mac OS X;Android;Full-Time;29000;24200;1;1;;1-10;5;3;5
Hombre;37;18;2;2;0;Universitario;En curso;Sí;Sí;Bash/Shell, CSS, Java, Javascript, Scala, SQL;MongoDB, MySQL;Mac OS X;iOS;Full-Time;62000;50000;2;2;Heterosexual;51-100;6;6;8
Hombre;38;13;0;0;0;Universitario;En curso;No;No;Java, Python, Scala;Apache HBase, Oracle;Windows;Android;Full-Time;68000;57000;3;3;Heterosexual;1001-2000;7;8;3
Hombre;38;13;0;0;0;Universitario;En curso;No;No;Java, Python, Scala;Apache HBase, Oracle;Windows;Android;Full-Time;68000;57000;3;3;Heterosexual;1001-2000;7;8;3
Hombre;28;5;4;1;2;Universitario;Completado;No;No;Python;PostgreSQL;Windows;Android;Full-Time;79000;60000;3;3;Heterosexual;1-10;5;8;5
Hombre;43;15;9;9;2;Terciario;Incompleto;No;No;;MSSQL, MySQL;Windows;Android;Full-Time;45000;40000;3;3;Heterosexual;1-10;9;7;15
Hombre;43;15;9;9;2;Terciario;Incompleto;No;No;;MSSQL, MySQL;Windows;Android;Full-Time;45000;40000;3;3;Heterosexual;1-10;9;7;15
Hombre;30;7;4;1;0;Universitario;Completado;Sí;Sí;.NET, C#, HTML, Javascript, SQL, TypeScript;MSSQL, MongoDB, MySQL, PostgreSQL, Redis;Windows;iOS;Full-Time;45000;38000;2;1;Heterosexual;201-500;5;6;7
Hombre;33;3;0;0;0;Universitario;Completado;No;Sí;CSS, Groovy, HTML, Java, Javascript, SQL;;Mac OS X;Android;Full-Time;55000;44000;3;2;Heterosexual;2001-5000;9;9;11
